IsolateID	g_sp	aveCV	aveInhibZonemm	medGrowthMidpoint	BiofilmFormer	Inhibitory	randomOrder	L0	Rep	DateStart	RichNames	RichLevel
25C	Yersinia_kristensenii	0.206666667	0	8.03	TRUE	Non	9	NA	Rep9	2020-09-28	L3	10
25C	Yersinia_kristensenii	0.206666667	0	8.03	TRUE	Non	9	NA	Rep10	2020-09-28	L1	NA
25C	Yersinia_kristensenii	0.206666667	0	8.03	TRUE	Non	9	NA	Rep10	2020-09-28	L2	NA
25C	Yersinia_kristensenii	0.206666667	0	8.03	TRUE	Non	9	NA	Rep10	2020-09-28	L3	10
2E	Pseudomonas_lurida	0.549666667	1.5	7.5	TRUE	Inhib	4	NA	Rep9	2020-09-28	L1	NA
2E	Pseudomonas_lurida	0.549666667	1.5	7.5	TRUE	Inhib	4	NA	Rep9	2020-09-28	L2	NA
2E	Pseudomonas_lurida	0.549666667	1.5	7.5	TRUE	Inhib	4	NA	Rep9	2020-09-28	L3	10
2H	Acinetobacter_radioresistens	0.182333333	2	10.64	TRUE	Inhib	9	NA	Rep9	2020-09-28	L1	NA
2H	Acinetobacter_radioresistens	0.182333333	2	10.64	TRUE	Inhib	9	NA	Rep9	2020-09-28	L2	NA
2H	Acinetobacter_radioresistens	0.182333333	2	10.64	TRUE	Inhib	9	NA	Rep9	2020-09-28	L3	10
32E	Pseudomonas_mucidolens	0.343666667	2.5	6.32	TRUE	Inhib	5	NA	Rep9	2020-09-28	L1	NA
32E	Pseudomonas_mucidolens	0.343666667	2.5	6.32	TRUE	Inhib	5	NA	Rep9	2020-09-28	L2	NA
32E	Pseudomonas_mucidolens	0.343666667	2.5	6.32	TRUE	Inhib	5	NA	Rep9	2020-09-28	L3	10
32E	Pseudomonas_mucidolens	0.343666667	2.5	6.32	TRUE	Inhib	1	NA	Rep10	2020-09-28	L1	1
32E	Pseudomonas_mucidolens	0.343666667	2.5	6.32	TRUE	Inhib	1	NA	Rep10	2020-09-28	L2	3
32E	Pseudomonas_mucidolens	0.343666667	2.5	6.32	TRUE	Inhib	1	NA	Rep10	2020-09-28	L3	10
32G	Stenotrophomonas_pavanii	0.694333333	0	15.27	TRUE	Non	3	NA	Rep10	2020-09-28	L1	NA
32G	Stenotrophomonas_pavanii	0.694333333	0	15.27	TRUE	Non	3	NA	Rep10	2020-09-28	L2	3
32G	Stenotrophomonas_pavanii	0.694333333	0	15.27	TRUE	Non	3	NA	Rep10	2020-09-28	L3	10
33B	Stenotrophomonas_maltophilia	1.057333333	1	7.51	TRUE	Inhib	8	NA	Rep10	2020-09-28	L1	NA
33B	Stenotrophomonas_maltophilia	1.057333333	1	7.51	TRUE	Inhib	8	NA	Rep10	2020-09-28	L2	NA
33B	Stenotrophomonas_maltophilia	1.057333333	1	7.51	TRUE	Inhib	8	NA	Rep10	2020-09-28	L3	10
33D	Methylorubrum_extorquens	0.169666667	1	24.42	TRUE	Inhib	8	NA	Rep9	2020-09-28	L1	NA
33D	Methylorubrum_extorquens	0.169666667	1	24.42	TRUE	Inhib	8	NA	Rep9	2020-09-28	L2	NA
33D	Methylorubrum_extorquens	0.169666667	1	24.42	TRUE	Inhib	8	NA	Rep9	2020-09-28	L3	10
34B	Pseudomonas_brenneri	1.123666667	3	8.37	TRUE	Inhib	2	NA	Rep9	2020-09-28	L1	NA
34B	Pseudomonas_brenneri	1.123666667	3	8.37	TRUE	Inhib	2	NA	Rep9	2020-09-28	L2	3
34B	Pseudomonas_brenneri	1.123666667	3	8.37	TRUE	Inhib	2	NA	Rep9	2020-09-28	L3	10
34B	Pseudomonas_brenneri	1.123666667	3	8.37	TRUE	Inhib	5	NA	Rep10	2020-09-28	L1	NA
34B	Pseudomonas_brenneri	1.123666667	3	8.37	TRUE	Inhib	5	NA	Rep10	2020-09-28	L2	NA
34B	Pseudomonas_brenneri	1.123666667	3	8.37	TRUE	Inhib	5	NA	Rep10	2020-09-28	L3	10
35A	Phyllobacterium_myrsinacearum	0.816333333	3	7.76	TRUE	Inhib	1	NA	Rep9	2020-09-28	L1	1
35A	Phyllobacterium_myrsinacearum	0.816333333	3	7.76	TRUE	Inhib	1	NA	Rep9	2020-09-28	L2	3
35A	Phyllobacterium_myrsinacearum	0.816333333	3	7.76	TRUE	Inhib	1	NA	Rep9	2020-09-28	L3	10
35A	Phyllobacterium_myrsinacearum	0.816333333	3	7.76	TRUE	Inhib	4	NA	Rep10	2020-09-28	L1	NA
35A	Phyllobacterium_myrsinacearum	0.816333333	3	7.76	TRUE	Inhib	4	NA	Rep10	2020-09-28	L2	NA
35A	Phyllobacterium_myrsinacearum	0.816333333	3	7.76	TRUE	Inhib	4	NA	Rep10	2020-09-28	L3	10
35B	Frondihabitans_peucedani	1.121666667	0	0	TRUE	Non	6	NA	Rep10	2020-09-28	L1	NA
35B	Frondihabitans_peucedani	1.121666667	0	0	TRUE	Non	6	NA	Rep10	2020-09-28	L2	NA
35B	Frondihabitans_peucedani	1.121666667	0	0	TRUE	Non	6	NA	Rep10	2020-09-28	L3	10
35E	Pseudomonas_chlororaphis	0.992	8	6.46	TRUE	Inhib	3	NA	Rep10	2020-09-28	L1	NA
35E	Pseudomonas_chlororaphis	0.992	8	6.46	TRUE	Inhib	3	NA	Rep10	2020-09-28	L2	3
35E	Pseudomonas_chlororaphis	0.992	8	6.46	TRUE	Inhib	3	NA	Rep10	2020-09-28	L3	10
36E	Methylobacterium_mesophilicum	0.534666667	0	10.72	TRUE	Non	7	NA	Rep9	2020-09-28	L1	NA
36E	Methylobacterium_mesophilicum	0.534666667	0	10.72	TRUE	Non	7	NA	Rep9	2020-09-28	L2	NA
36E	Methylobacterium_mesophilicum	0.534666667	0	10.72	TRUE	Non	7	NA	Rep9	2020-09-28	L3	10
36G	Arthrobacter_citreus	0.162333333	0	6.38	TRUE	Non	4	NA	Rep9	2020-09-28	L1	NA
36G	Arthrobacter_citreus	0.162333333	0	6.38	TRUE	Non	4	NA	Rep9	2020-09-28	L2	NA
36G	Arthrobacter_citreus	0.162333333	0	6.38	TRUE	Non	4	NA	Rep9	2020-09-28	L3	10
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	2	NA	Rep9	2020-09-28	L1	NA
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	2	NA	Rep9	2020-09-28	L2	3
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	2	NA	Rep9	2020-09-28	L3	10
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	1	NA	Rep10	2020-09-28	L1	1
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	1	NA	Rep10	2020-09-28	L2	3
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	1	NA	Rep10	2020-09-28	L3	10
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	7	NA	Rep9	2020-09-28	L1	NA
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	7	NA	Rep9	2020-09-28	L2	NA
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	7	NA	Rep9	2020-09-28	L3	10
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	7	NA	Rep10	2020-09-28	L1	NA
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	7	NA	Rep10	2020-09-28	L2	NA
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	7	NA	Rep10	2020-09-28	L3	10
45E	Obesumbacterium_proteus	0.266333333	0	6.71	TRUE	Non	10	NA	Rep10	2020-09-28	L1	NA
45E	Obesumbacterium_proteus	0.266333333	0	6.71	TRUE	Non	10	NA	Rep10	2020-09-28	L2	NA
45E	Obesumbacterium_proteus	0.266333333	0	6.71	TRUE	Non	10	NA	Rep10	2020-09-28	L3	10
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	6	NA	Rep9	2020-09-28	L1	NA
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	6	NA	Rep9	2020-09-28	L2	NA
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	6	NA	Rep9	2020-09-28	L3	10
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	8	NA	Rep10	2020-09-28	L1	NA
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	8	NA	Rep10	2020-09-28	L2	NA
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	8	NA	Rep10	2020-09-28	L3	10
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	6	NA	Rep9	2020-09-28	L1	NA
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	6	NA	Rep9	2020-09-28	L2	NA
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	6	NA	Rep9	2020-09-28	L3	10
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	9	NA	Rep10	2020-09-28	L1	NA
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	9	NA	Rep10	2020-09-28	L2	NA
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	9	NA	Rep10	2020-09-28	L3	10
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	1	NA	Rep9	2020-09-28	L1	1
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	1	NA	Rep9	2020-09-28	L2	3
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	1	NA	Rep9	2020-09-28	L3	10
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	4	NA	Rep10	2020-09-28	L1	NA
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	4	NA	Rep10	2020-09-28	L2	NA
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	4	NA	Rep10	2020-09-28	L3	10
BTB_45	Pseudomonas_protegens	1.621333333	9	4.61	TRUE	Inhib	3	NA	Rep9	2020-09-28	L1	NA
BTB_45	Pseudomonas_protegens	1.621333333	9	4.61	TRUE	Inhib	3	NA	Rep9	2020-09-28	L2	3
BTB_45	Pseudomonas_protegens	1.621333333	9	4.61	TRUE	Inhib	3	NA	Rep9	2020-09-28	L3	10
BTB_45	Pseudomonas_protegens	1.621333333	9	4.61	TRUE	Inhib	2	NA	Rep10	2020-09-28	L1	NA
BTB_45	Pseudomonas_protegens	1.621333333	9	4.61	TRUE	Inhib	2	NA	Rep10	2020-09-28	L2	3
BTB_45	Pseudomonas_protegens	1.621333333	9	4.61	TRUE	Inhib	2	NA	Rep10	2020-09-28	L3	10
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	3	NA	Rep9	2020-09-28	L1	NA
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	3	NA	Rep9	2020-09-28	L2	3
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	3	NA	Rep9	2020-09-28	L3	10
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	2	NA	Rep10	2020-09-28	L1	NA
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	2	NA	Rep10	2020-09-28	L2	3
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	2	NA	Rep10	2020-09-28	L3	10
