SampleID	ISO_13C	ISO_20C	ISO_20D	ISO_21C	ISO_24D	ISO_25A	ISO_25C	ISO_32G	ISO_33D	ISO_34B	ISO_35B	ISO_35E	ISO_36A	ISO_40A	ISO_45E	ISO_47C	ISO_49C	ISO_50A	ISO_50B	ISO_54G	ISO_BTB_28	ISO_BTB_45	ISO_BTB_47	ISO_BTB_59	maxinhib	suminhib	adjinhib	adjinhib_raw	maxCV	sumCV	adjCV	adjCV_raw	domIsoCV	aveMidpoint	maxMidpoint	Rep	DateStart	RichLevel	Inhibitory	Inhib	CV_log10	qPCR_bact_log10	qPCR_bact_log10_inhib	Richness	Bd_micro_log10	Bd_qPCR_log10	inhibRich	inhibRichFrac	inhibReads	inhibProp	shannon	CV
Non_2020-09-28_10_Rep10	0	0	0	0	0	0	8055	490035	0	0	0	0	0	0	11612	0	0	0	0	160374	0	0	0	145372	0	0	0	0	2.209	3.73566666666667	0.887560542998041	723759.469666666	0.694333333333333	8.548	15.27	Rep10	2020-09-28	10	0	0	-0.0444993246331316	5.91246550481089	0	5	0	1.87663079778369	0	0	0	0	1.03944123027268	0.892611111111111
Con_2020-10-05_0_Rep11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rep11	2020-10-05	0	0	0	-1.86610642073877	1.53486278988903	0	0	3.04962236056789	2.50657598611867	0	0	0	0	0	0.00361111111111122
Inhib_2020-10-05_1_Rep11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144500	0	0	0	0	2.209	2.209	2.209	319200.5	2.209	7.55	7.55	Rep11	2020-10-05	1	1	0	0.0413707505395715	5.16176680404828	0	1	0	2.13294252537344	0	0	0	0	0	1.08994444444444
Inhib_2020-10-05_3_Rep11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65664	0	0	0	0	0	100374	1	1	0.395475734470422	65664	2.209	2.49666666666667	1.4491592888375	240615.51	2.209	5.37	7.55	Rep11	2020-10-05	3	1	1	0.0286841943315136	5.22179365167912	0.145559320448034	2	0	1.06940563843447	1	0.5	0.398167878561543	0.399545895423684	0.671134537189557	1.05827777777778
Inhib_2020-10-05_10_Rep11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104914	0	0	0	0	0	238919	1	1	0.305130688444681	104914	2.209	2.49666666666667	1.62274223726829	557952.331666667	2.209	5.37	7.55	Rep11	2020-10-05	10	1	1	-0.573037148200741	5.539807666558	0.121602928027978	2	0.869581751768465	1.99097631189426	1	0.5	0.323131253678634	0.375688816855753	0.615149049178106	0.257277777777778
Non_2020-10-05_1_Rep11	0	0	0	0	0	2674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309333333333333	0.309333333333333	0.309333333333333	827.157333333333	0.309333333333333	8.53	8.53	Rep11	2020-10-05	1	0	0	-1.55370452004738	3.43228516016659	0.0802599867178078	1	2.4892360209547	4.46014484849236	0	0	0.202984375522768	0.211165639901153	0	0.0179444444444444
Non_2020-10-05_3_Rep11	0	0	252078	0	0	42589	0	49957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	3.65729026417197	1260390	0.694333333333333	1.19633333333333	0.279806501191637	96428.0356666667	0.192666666666667	10.8733333333333	15.27	Rep11	2020-10-05	3	0	1	-1.30151281337008	5.53893396604352	0.224233656296496	3	2.09452303796748	2.78541803853632	1	0.333333333333333	0.675844260370905	0.682620329912272	0.767090349365763	0.0399444444444441
Non_2020-10-05_10_Rep11	0	0	624974	0	0	0	0	417963	0	0	0	0	0	0	0	0	0	0	0	209678	0	0	0	82550	5	5	2.34043732422584	3124870	2.209	3.45533333333333	0.500548280549595	668314.545	0.192666666666667	9.205	15.27	Rep11	2020-10-05	10	0	1	-0.0449807448495836	6.12707984771346	0.122300931212075	4	0	1.4815668495322	1	0.25	0.325259515570934	0.325911087140766	1.1817124728095	0.891611111111111
Con_2020-10-05_0_Rep12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rep12	2020-10-05	0	0	0	-1.52368373991657	0.750217726636308	0	0	2.37354495687407	4.76776562116309	0	0	0	0	0	0.0199444444444443
Inhib_2020-10-05_1_Rep12	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	2.5	2.5	140	0.253333333333333	0.253333333333333	0.253333333333333	14.1866666666666	0.253333333333333	11.8	11.8	Rep12	2020-10-05	1	1	1	-1.46923129486075	1.78645066273932	0.278537434178122	1	0	1.21989032256601	1	1	0.899054524774294	1	0	0.0239444444444446
Inhib_2020-10-05_3_Rep12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	1	1	1	672	0.287666666666667	0.287666666666667	0.287666666666667	193.312	0.287666666666667	3.19	3.19	Rep12	2020-10-05	3	1	1	-1.39135512814545	2.86078122536192	0.294613328815247	1	1.42527112826868	3.30196705165409	1	1	0.970667384284177	1	0	0.0306111111111107
Inhib_2020-10-05_10_Rep12	2545	0	0	0	0	0	0	0	0	13383	0	0	0	0	0	0	0	52765	0	0	0	0	0	35128	3	6.5	0.956227545486944	99276.5	2.209	3.87366666666667	1.04467543175273	108459.248	0.287666666666667	7.7275	11.8	Rep12	2020-10-05	10	1	1	-0.00658826508782578	5.02798232695139	0.245378659466118	4	0	0.0169162123654221	3	0.75	0.759457008279454	0.76754087696993	1.06563527204192	0.974944444444445
Non_2020-10-05_3_Rep12	0	0	0	0	0	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309333333333333	0.309333333333333	0.309333333333333	465.856	0.309333333333333	8.53	8.53	Rep12	2020-10-05	3	0	0	-1.88791658407729	3.19067294658309	0.0538430633798669	1	0.477391095996268	3.98624095089613	0	0	0.131991233054631	0.135911509849266	0	0.00294444444444436
Non_2020-10-05_10_Rep12	0	0	0	0	0	0	0	281914	0	0	0	0	0	0	0	0	0	0	0	81803	0	0	0	95268	0	0	0	0	2.209	3.26266666666667	0.949015423161977	435583.844	0.694333333333333	9.33333333333333	15.27	Rep12	2020-10-05	10	0	0	0.0631873600850447	5.66414995010607	0	3	0	1.0794750599114	0	0	0	0	0.933118282753182	1.14661111111111
Con_2020-08-31_0_Rep2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rep2	2020-08-31	0	0	0	-1.77097266575652	1.73505592886455	0	0	3.00753541930057	3.3401331018266	0	0	0	0	0	0.00694444444444446
Inhib_2020-08-31_1_Rep2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10170	0	0	9	9	9	91530	1.62133333333333	1.62133333333333	1.62133333333333	16488.96	1.62133333333333	4.61	4.61	Rep2	2020-08-31	1	1	1	-0.532227513459861	4.02700821092707	0.297470149571619	1	0	3.6824922290096	1	1	0.983673308032891	1	0	0.283611111111111
Inhib_2020-08-31_3_Rep2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19616	0	0	67691	0	0	9	13	7.87660783213259	687683	1.62133333333333	1.791	1.29517514059583	113077.856	1.62133333333333	38.775	72.94	Rep2	2020-08-31	3	1	1	-0.314308011610507	4.95775841869562	0.295118226712786	2	0.580081832487626	2.33418022741461	2	1	0.97295975606248	1	0.532765842796815	0.474944444444444
Inhib_2020-08-31_10_Rep2	0	0	0	0	0	0	0	6592	289348	0	0	0	0	0	0	0	0	0	0	0	0	278040	10825	5520	9	16.5	4.84829627747427	2862070.5	2.209	5.12166666666666	0.883047201682687	521284.839333332	0.169666666666667	11.242	24.42	Rep2	2020-08-31	10	1	1	0.109447297626611	5.77272398730335	0.297196081273401	5	0	2.05237417297312	3	0.6	0.982421875	1	0.871323898517978	1.27661111111111
Non_2020-08-31_1_Rep2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10687	0	4437	0	0	20426	0	0	0	0	0	0	0	0	0.359333333333333	0.849666666666666	0.314484810126582	11179.935	0.359333333333333	7.36666666666667	10.21	Rep2	2020-08-31	1	0	0	-1.39854361472042	4.55757360640672	0	3	2.8961581268895	4.17572679494655	0	0	0	0	0.939430460219812	0.0299444444444448
Non_2020-08-31_3_Rep2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88722	44110	39173	0	0	176972	0	0	0	0	0	0	0	0	1.429	2.27866666666667	0.455701970808009	159029.506666667	0.359333333333333	10.09	18.26	Rep2	2020-08-31	3	0	0	-0.337609480775931	5.54432675639311	0.0206451547164043	4	0.131384524672184	3.98972219104943	0	0	0.0486852382192137	0.0488378166623138	1.19943952179081	0.449611111111111
Non_2020-08-31_10_Rep2	0	50579	0	0	0	0	0	177165	0	0	30072	0	0	0	0	0	0	0	0	50345	0	0	0	0	0	0	0	0	1.12166666666667	3.12266666666667	0.722830385199079	222748.134333333	0.694333333333333	7.41	15.27	Rep2	2020-08-31	10	0	0	-0.52976923624399	5.49202139911483	0	4	0	3.51504388703025	0	0	0	0	1.13790598479602	0.285277777777778
Con_2020-09-07_0_Rep3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rep3	2020-09-07	0	0	0	-1.59726110844619	2.48616963737154	0	0	2.22311874798988	3.61526676989582	0	0	0	0	0	0.015277777777778
Non_2020-09-07_1_Rep3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35123	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266333333333333	0.266333333333333	0.266333333333333	9354.42566666665	0.266333333333333	6.71	6.71	Rep3	2020-09-07	1	0	0	-1.58041136436549	4.55963656870852	0	1	1.43175348109575	2.74094502759389	0	0	0	0	0	0.0162777777777781
Non_2020-09-07_3_Rep3	0	0	0	0	0	0	0	189219	0	0	0	0	0	0	53927	0	0	0	0	145787	0	0	0	0	0	0	0	0	0.694333333333333	1.32	0.509418705363991	198129.745333333	0.694333333333333	9.05333333333333	15.27	Rep3	2020-09-07	3	0	0	-1.13502770955694	5.59784684551839	0	3	1.87777068004302	2.47462923958992	0	0	0	0	0.992292629567187	0.0632777777777779
Non_2020-09-07_10_Rep3	0	72784	0	0	0	0	0	157594	0	0	45585	0	0	0	32072	2101	0	0	0	59004	0	0	0	0	0	0	0	0	1.429	4.818	0.71043757743223	262250.927333333	0.694333333333333	9.10166666666667	18.26	Rep3	2020-09-07	10	0	0	-0.847881600632576	5.56989998069162	0	6	1.86133574796147	3.10212342715199	0	0	0	0	1.47658278042219	0.131944444444444
Con_2020-09-07_0_Rep4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rep4	2020-09-07	0	0	0	-1.46923129486075	0.620744762892981	0	0	2.78473598243213	3.96273197978357	0	0	0	0	0	0.0239444444444446
Inhib_2020-09-07_1_Rep4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8346	0	0	0	0	0	0	1	1	1	8346	0.287666666666667	0.287666666666667	0.287666666666667	2400.866	0.287666666666667	3.19	3.19	Rep4	2020-09-07	1	1	1	-1.47784568271399	3.92657912069999	0.295280235595939	1	0.821529519185622	2.35259570683408	1	1	0.973695884762924	1	0	0.0232777777777781
Inhib_2020-09-07_3_Rep4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10859	0	0	0	0	1882	0	6.5	7.5	1.81241660780159	23092	0.427333333333333	0.715	0.30829712476781	3928.01366666667	0.287666666666667	3.775	4.36	Rep4	2020-09-07	3	1	1	-0.828923931315798	4.10836106926841	0.299533949776195	2	2.0210728158143	3.47466128745411	2	1	0.993122306927411	1	0.418719898438188	0.138277777777778
Non_2020-09-07_1_Rep4	0	0	0	0	0	0	0	108019	0	0	0	0	3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694333333333333	1.041	0.684284712108408	76115.7256666666	0.694333333333333	18.575	21.88	Rep4	2020-09-07	1	0	0	-1.16784604806702	5.04779509345502	0	2	1.92596980727248	2.61902068446384	0	0	0	0	0.130908078819293	0.0579444444444445
Non_2020-09-07_3_Rep4	0	0	0	0	0	0	0	347685	0	0	0	0	0	0	0	0	0	0	0	0	18686	0	0	0	0	0	0	0	0.694333333333333	0.988666666666666	0.673932155292495	246909.197666667	0.694333333333333	14.045	15.27	Rep4	2020-09-07	3	0	0	-1.32229168318011	5.56856758740704	0	2	1.97629155943854	2.28551983250115	0	0	0	0	0.201457831993681	0.0376111111111109
Non_2020-09-07_10_Rep4	0	0	0	113488	0	0	0	89163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694333333333333	0.945	0.445872468759921	90356.5016666667	0.250666666666667	11.195	15.27	Rep4	2020-09-07	10	0	0	-0.41497817349187	5.31253416989649	0	2	2.49950109308809	2.53941783504673	0	0	0	0	0.685925705942598	0.374611111111111
Con_2020-09-14_0_Rep5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rep5	2020-09-14	0	0	0	-2	2.1172657181041	0	0	1.18058581053502	2.84353868371372	0	0	0	0	0	0
Inhib_2020-09-14_1_Rep5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28326	0	0	0	0	0	0	0	0	0.359333333333333	0.359333333333333	0.359333333333333	10178.476	0.359333333333333	5.18	5.18	Rep5	2020-09-14	1	1	0	-1.30442104621476	4.45655375552282	0	1	1.98895950284087	2.77554760179004	0	0	0	0	0	0.0396111111111111
Inhib_2020-09-14_3_Rep5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18817	0	56347	0	0	9	9	6.74688680751424	507123	1.62133333333333	1.98066666666666	1.30539679456477	98118.8446666665	1.62133333333333	4.895	5.18	Rep5	2020-09-14	3	1	1	-0.331665862085847	4.88534172083389	0.219572974087164	2	1.11431693406268	2.56178363533518	1	0.5	0.657955898191713	0.665710762524734	0.562714846919925	0.455944444444444
Inhib_2020-09-14_10_Rep5	0	0	0	0	0	0	0	100207	0	0	0	0	0	0	0	0	0	21159	0	1659	0	82305	0	14122	9	10	3.47184805788965	761904	2.209	5.17166666666666	1.09773103609597	240899.271333333	0.694333333333333	7.16	15.27	Rep5	2020-09-14	10	1	1	0.053697203074943	5.34523062610708	0.111550468455496	5	0	1.8038718706755	2	0.4	0.292856932283836	0.294419252541419	1.16475210644175	1.12161111111111
Non_2020-09-14_1_Rep5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11961	0	5052	0	0	22118	0	0	0	0	0	0	0	0	0.359333333333333	0.849666666666666	0.313434250764526	12264.9956666667	0.359333333333333	7.36666666666667	10.21	Rep5	2020-09-14	1	0	0	-1.59726110844619	4.5951435157046	0	3	2.36111283725095	2.59817783567094	0	0	0	0	0.949065344227895	0.015277777777778
Non_2020-09-14_3_Rep5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1969	0	0	0	0	2759	0	0	0	0	0	0	0	0	0.359333333333333	0.625666666666666	0.320603003384094	1515.811	0.359333333333333	5.945	6.71	Rep5	2020-09-14	3	0	0	-1.41705328319568	3.78193023117221	0	2	1.90230786144924	3.69803348284058	0	0	0	0	0.679122008090602	0.0282777777777778
Non_2020-09-14_10_Rep5	0	0	149476	113243	0	0	0	0	0	0	0	0	0	0	2204	1710	0	0	0	6595	0	0	0	0	5	5	2.73537119182514	747380	1.429	2.498	0.229060272007262	62585.6800000001	0.192666666666667	9.218	18.26	Rep5	2020-09-14	10	0	1	-1.70017805652499	5.44035346097201	0.230983877159241	5	0.553133389995294	2.81077874172013	1	0.2	0.702095318273233	0.706639678019159	0.855549152721956	0.0099444444444443
Con_2020-09-14_0_Rep6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rep6	2020-09-14	0	0	0	-1.48663440385569	2.42267702356935	0	0	2.3900753050712	3.86188419887146	0	0	0	0	0	0.0226111111111112
Inhib_2020-09-14_1_Rep6	44	0	58	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7.5	2.68456375838926	400	0.253333333333333	0.696666666666667	0.228876957494407	34.1026666666667	0.192666666666667	9.24666666666667	11.8	Rep6	2020-09-14	1	1	1	-1.47351713045084	2.22235282951666	0.254578267398422	3	0	1.28288296303252	2	0.666666666666667	0.797124924073699	1	1.09141626712352	0.0236111111111109
Inhib_2020-09-14_3_Rep6	22552	0	0	0	0	0	0	0	0	0	0	46819	0	0	0	0	0	0	0	0	0	0	0	0	8	10.5	6.21199060125989	430932	0.992	1.24533333333333	0.751864919538904	52157.6213333333	0.992	9.13	11.8	Rep6	2020-09-14	3	1	1	-0.679969171680908	4.85477375446369	0.29488372582713	2	0	1.98748071674121	2	1	0.971894727739183	1	0.630648702140516	0.198944444444444
Inhib_2020-09-14_10_Rep6	4032	0	0	0	0	0	0	0	130804	6893	0	5514	0	0	0	0	0	0	0	4187	0	0	0	200652	8	14.5	0.584167892706813	205675	2.209	5.107	1.36665503395989	481174.637666667	2.209	10.63	24.42	Rep6	2020-09-14	10	1	1	-0.431863490210762	5.54786450662739	0.175188863438768	6	0	1.42612646606434	4	0.666666666666667	0.4968864717879	0.507865480822679	0.934305476898844	0.359944444444444
Non_2020-09-14_1_Rep6	0	0	0	0	0	0	0	127877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694333333333333	0.694333333333333	0.694333333333333	88789.2636666666	0.694333333333333	15.27	15.27	Rep6	2020-09-14	1	0	0	-1.50476411025196	5.1090548878989	0	1	0	3.06451725924746	0	0	0	0	0	0.0212777777777778
Non_2020-09-14_10_Rep6	0	2076	0	56166	0	0	0	140165	0	0	0	0	0	0	9878	0	0	0	0	69601	0	0	0	0	0	0	0	0	0.947333333333333	2.518	0.507429808146746	141007.639666667	0.694333333333333	8.694	15.27	Rep6	2020-09-14	10	0	0	-0.63963803622589	5.44532719559484	0	5	0	1.92075898330649	0	0	0	0	1.17032469758936	0.219277777777778
Con_2020-09-19_0_Rep7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rep7	2020-09-19	0	0	0	-1.48663440385569	2.59230219617466	0	0	2.34724464863641	3.25905972831788	0	0	0	0	0	0.0226111111111112
Inhib_2020-09-19_3_Rep7	0	0	0	0	0	0	0	104429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132215	0	0	0	0	2.209	2.90333333333333	1.54059038330432	364571.470666667	2.209	11.41	15.27	Rep7	2020-09-19	3	1	0	-0.630887263683042	5.37714075185464	0	2	0	1.90031410397488	0	0	0	0	0.68623789130085	0.223944444444444
Inhib_2020-09-19_10_Rep7	0	0	0	0	0	0	0	0	350193	0	0	0	0	0	0	0	0	0	0	11514	0	238028	0	30556	9	10	3.95443533225129	2492445	2.209	4.35933333333333	0.820215388870642	516974.377666666	0.169666666666667	10.44	24.42	Rep7	2020-09-19	10	1	1	-0.0156477398571681	5.80294735651415	0.299057942132433	4	0	1.48650206790534	2	0.5	0.990938945753529	1	0.914125497175059	0.954611111111111
Non_2020-09-19_1_Rep7	0	0	0	133954	0	0	0	0	5427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0389364404043593	5427	0.250666666666667	0.420333333333334	0.247512814993914	34498.5836666667	0.250666666666667	15.77	24.42	Rep7	2020-09-19	1	0	1	-1.45662185965804	5.15165834124781	0	2	0	1.86538396090134	1	0.5	0	0	0.164549242660568	0.0249444444444442
Non_2020-09-19_3_Rep7	0	0	0	568085	0	0	0	0	3187	0	0	0	0	0	0	0	0	0	0	4566	0	0	0	0	1	1	0.00553454270124584	3187	0.359333333333333	0.779666666666667	0.251080020769731	144581.417	0.250666666666667	12.24	24.42	Rep7	2020-09-19	3	0	1	-1.14300273668604	5.76437269162462	0	3	0	1.55996500085257	1	0.333333333333333	0	0	0.0804900098146911	0.0619444444444437
Non_2020-09-19_10_Rep7	0	0	0	4943	0	0	1712	1651	0	0	0	0	0	0	1140	0	319	0	0	7215	0	0	0	202	0	0	0	0	2.209	4.21033333333333	0.358112385054126	6153.087	0.359333333333333	8.58142857142857	15.27	Rep7	2020-09-19	10	0	0	-2	4.24058863115555	0.0278822521573339	7	0	2.96311323555411	0	0	0.0663069801661506	0.0676719957450802	1.4839016771432	0
Con_2020-09-19_0_Rep8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rep8	2020-09-19	0	0	0	-1.58595562453719	2.57603157202804	0	0	2.65821421380378	4.21404838306853	0	0	0	0	0	0.0159444444444447
Inhib_2020-09-19_1_Rep8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162891	0	0	0	0	2.209	2.209	2.209	359826.219	2.209	7.55	7.55	Rep8	2020-09-19	1	1	0	-0.00938985758604482	5.21675034153531	0	1	0	0.774881512348529	0	0	0	0	0	0.968611111111111
Inhib_2020-09-19_3_Rep8	0	0	0	0	0	0	0	0	265531	0	0	0	0	0	0	0	0	0	0	0	0	0	11706	131816	6.5	7.5	0.83514850153892	341620	2.209	2.806	0.834208935435425	341235.667666667	0.169666666666667	12.11	24.42	Rep8	2020-09-19	3	1	1	-0.169233173835267	5.6141384388807	0.232819434387017	3	0	1.99645534041769	2	0.666666666666667	0.709304493753496	0.710990067286127	0.74712314061432	0.667277777777778
Inhib_2020-09-19_10_Rep8	0	0	0	0	0	0	0	0	264767	0	0	0	0	0	0	0	0	0	0	0	0	123850	7349	7317	9	16.5	3.53891807985955	1427185.5	2.209	4.42733333333333	0.657176209593097	265027.993333333	0.169666666666667	10.235	24.42	Rep8	2020-09-19	10	1	1	-0.0509625601627689	5.60926585909058	0.298741798470507	4	0.327573233810183	2.02216804652102	3	0.75	0.989490173739675	1	0.784547059603707	0.879277777777778
Non_2020-09-19_1_Rep8	0	0	0	0	0	0	0	308623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694333333333333	0.694333333333333	0.694333333333333	214287.236333333	0.694333333333333	15.27	15.27	Rep8	2020-09-19	1	0	0	-1.24966305974303	5.50711121034741	0	1	0.531764626115059	2.34390986299309	0	0	0	0	0	0.0462777777777772
