IsolateID	g_sp	aveCV	aveInhibZonemm	medGrowthMidpoint	BiofilmFormer	Inhibitory	randomOrder	L0	Rep	DateStart	RichNames	RichLevel
34F	Collimonas_arenae	0.275	4	7.34	TRUE	Inhib	5	NA	Rep6	2020-09-14	L3	10
35A	Phyllobacterium_myrsinacearum	0.816333333	3	7.76	TRUE	Inhib	4	NA	Rep5	2020-09-14	L1	NA
35A	Phyllobacterium_myrsinacearum	0.816333333	3	7.76	TRUE	Inhib	4	NA	Rep5	2020-09-14	L2	NA
35A	Phyllobacterium_myrsinacearum	0.816333333	3	7.76	TRUE	Inhib	4	NA	Rep5	2020-09-14	L3	10
35E	Pseudomonas_chlororaphis	0.992	8	6.46	TRUE	Inhib	2	NA	Rep6	2020-09-14	L1	NA
35E	Pseudomonas_chlororaphis	0.992	8	6.46	TRUE	Inhib	2	NA	Rep6	2020-09-14	L2	3
35E	Pseudomonas_chlororaphis	0.992	8	6.46	TRUE	Inhib	2	NA	Rep6	2020-09-14	L3	10
36A	Rhodococcus_fascians	0.346666667	0	21.88	TRUE	Non	4	NA	Rep5	2020-09-14	L1	NA
36A	Rhodococcus_fascians	0.346666667	0	21.88	TRUE	Non	4	NA	Rep5	2020-09-14	L2	NA
36A	Rhodococcus_fascians	0.346666667	0	21.88	TRUE	Non	4	NA	Rep5	2020-09-14	L3	10
36G	Arthrobacter_citreus	0.162333333	0	6.38	TRUE	Non	5	NA	Rep6	2020-09-14	L1	NA
36G	Arthrobacter_citreus	0.162333333	0	6.38	TRUE	Non	5	NA	Rep6	2020-09-14	L2	NA
36G	Arthrobacter_citreus	0.162333333	0	6.38	TRUE	Non	5	NA	Rep6	2020-09-14	L3	10
37E	Microbacterium_chocolatum	0.469333333	5.5	10.8	TRUE	Inhib	7	NA	Rep5	2020-09-14	L1	NA
37E	Microbacterium_chocolatum	0.469333333	5.5	10.8	TRUE	Inhib	7	NA	Rep5	2020-09-14	L2	NA
37E	Microbacterium_chocolatum	0.469333333	5.5	10.8	TRUE	Inhib	7	NA	Rep5	2020-09-14	L3	10
37H	Paenibacillus_xylanexedens	0.668	5.5	7.02	TRUE	Inhib	9	NA	Rep6	2020-09-14	L1	NA
37H	Paenibacillus_xylanexedens	0.668	5.5	7.02	TRUE	Inhib	9	NA	Rep6	2020-09-14	L2	NA
37H	Paenibacillus_xylanexedens	0.668	5.5	7.02	TRUE	Inhib	9	NA	Rep6	2020-09-14	L3	10
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	8	NA	Rep6	2020-09-14	L1	NA
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	8	NA	Rep6	2020-09-14	L2	NA
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	8	NA	Rep6	2020-09-14	L3	10
40B	Georgenia_satyanarayanai	0.452666667	0	11.27	TRUE	Non	3	NA	Rep6	2020-09-14	L1	NA
40B	Georgenia_satyanarayanai	0.452666667	0	11.27	TRUE	Non	3	NA	Rep6	2020-09-14	L2	3
40B	Georgenia_satyanarayanai	0.452666667	0	11.27	TRUE	Non	3	NA	Rep6	2020-09-14	L3	10
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	1	NA	Rep5	2020-09-14	L1	1
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	1	NA	Rep5	2020-09-14	L2	3
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	1	NA	Rep5	2020-09-14	L3	10
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	8	NA	Rep6	2020-09-14	L1	NA
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	8	NA	Rep6	2020-09-14	L2	NA
45D	Rahnella_inusitata	0.301666667	1	7.29	TRUE	Inhib	8	NA	Rep6	2020-09-14	L3	10
45E	Obesumbacterium_proteus	0.266333333	0	6.71	TRUE	Non	3	NA	Rep5	2020-09-14	L1	NA
45E	Obesumbacterium_proteus	0.266333333	0	6.71	TRUE	Non	3	NA	Rep5	2020-09-14	L2	3
45E	Obesumbacterium_proteus	0.266333333	0	6.71	TRUE	Non	3	NA	Rep5	2020-09-14	L3	10
45E	Obesumbacterium_proteus	0.266333333	0	6.71	TRUE	Non	7	NA	Rep6	2020-09-14	L1	NA
45E	Obesumbacterium_proteus	0.266333333	0	6.71	TRUE	Non	7	NA	Rep6	2020-09-14	L2	NA
45E	Obesumbacterium_proteus	0.266333333	0	6.71	TRUE	Non	7	NA	Rep6	2020-09-14	L3	10
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	9	NA	Rep5	2020-09-14	L1	NA
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	9	NA	Rep5	2020-09-14	L2	NA
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	9	NA	Rep5	2020-09-14	L3	10
49C	Hafnia_paralvei	0.224	0	10.21	TRUE	Non	1	NA	Rep5	2020-09-14	L1	1
49C	Hafnia_paralvei	0.224	0	10.21	TRUE	Non	1	NA	Rep5	2020-09-14	L2	3
49C	Hafnia_paralvei	0.224	0	10.21	TRUE	Non	1	NA	Rep5	2020-09-14	L3	10
49C	Hafnia_paralvei	0.224	0	10.21	TRUE	Non	10	NA	Rep6	2020-09-14	L1	NA
49C	Hafnia_paralvei	0.224	0	10.21	TRUE	Non	10	NA	Rep6	2020-09-14	L2	NA
49C	Hafnia_paralvei	0.224	0	10.21	TRUE	Non	10	NA	Rep6	2020-09-14	L3	10
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	5	NA	Rep5	2020-09-14	L1	NA
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	5	NA	Rep5	2020-09-14	L2	NA
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	5	NA	Rep5	2020-09-14	L3	10
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	9	NA	Rep5	2020-09-14	L1	NA
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	9	NA	Rep5	2020-09-14	L2	NA
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	9	NA	Rep5	2020-09-14	L3	10
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	1	NA	Rep6	2020-09-14	L1	1
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	1	NA	Rep6	2020-09-14	L2	3
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	1	NA	Rep6	2020-09-14	L3	10
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	8	NA	Rep5	2020-09-14	L1	NA
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	8	NA	Rep5	2020-09-14	L2	NA
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	8	NA	Rep5	2020-09-14	L3	10
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	6	NA	Rep6	2020-09-14	L1	NA
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	6	NA	Rep6	2020-09-14	L2	NA
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	6	NA	Rep6	2020-09-14	L3	10
BTB_45	Pseudomonas_protegens	1.621333333	9	4.61	TRUE	Inhib	3	NA	Rep5	2020-09-14	L1	NA
BTB_45	Pseudomonas_protegens	1.621333333	9	4.61	TRUE	Inhib	3	NA	Rep5	2020-09-14	L2	3
BTB_45	Pseudomonas_protegens	1.621333333	9	4.61	TRUE	Inhib	3	NA	Rep5	2020-09-14	L3	10
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	2	NA	Rep5	2020-09-14	L1	NA
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	2	NA	Rep5	2020-09-14	L2	3
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	2	NA	Rep5	2020-09-14	L3	10
