Run	Date	Row	Column	Well	sampleID	replicate_within_plate	well_designation	primers	evaporation	dup_on_same_run	notes
Bd_1-11_Rep1	17-Nov-20	F	5	F5	R11_J11_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	G	5	G5	R12_J3_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	H	5	H5	R7_J22_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	A	6	A6	Gblock e-3	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	B	6	B6	Gblock e-4	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	C	6	C6	Gblock e-5	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	D	6	D6	Gblock e-6	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	E	6	E6	Gblock e-7	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	F	6	F6	Gblock e-8	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	G	6	G6	Gblock e-9	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	H	6	H6	Gblock e-10	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	A	7	A7	R9_J15_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	B	7	B7	R9_J20_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	C	7	C7	R8_J11_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	D	7	D7	R5_J18_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	E	7	E7	R1_J21_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	F	7	F7	R7_J27_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	G	7	G7	R6_J7_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	H	7	H7	PISC7	1	PISCES_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	A	8	A8	R5_J1_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	B	8	B8	R6_20_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	C	8	C8	R6_J23_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	D	8	D8	R6_J19_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	E	8	E8	R11_J24_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	F	8	F8	R1_J16_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	G	8	G8	NTC	6	NTC	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	H	8	H8	R10_J6_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	A	9	A9	R9_J14_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	B	9	B9	R5_J12_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	C	9	C9	R1_J4_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	D	9	D9	R2_J11_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	E	9	E9	R10_J23_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	F	9	F9	R5_J4_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	G	9	G9	R8_J3_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	H	9	H9	R10_J16_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	A	10	A10	R12_J20_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	B	10	B10	R11_J2_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	C	10	C10	R1_J26_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	D	10	D10	R10_J1_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	E	10	E10	R7_J23_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	F	10	F10	R10_J3_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	G	10	G10	R2_J2_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	H	10	H10	R9_J26_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	A	11	A11	R1_J23_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	B	11	B11	R9_J12_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	C	11	C11	R12_J23_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	D	11	D11	R9_J7_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	E	11	E11	R8_J1_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	F	11	F11	R1_J22_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	G	11	G11	R8_J6_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	H	11	H11	R8_J2_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	A	12	A12	R4_J9_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	B	12	B12	R3_J6_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	C	12	C12	R4_J3_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	D	12	D12	R4_J8_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	E	12	E12	R3_J20_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	TRUE	
Bd_1-11_Rep1	17-Nov-20	F	12	F12	R4_J11_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	G	12	G12	R4_J17_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep1	17-Nov-20	H	12	H12	R3_J25_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	A	1	A1	R1_J21_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	B	1	B1	R7_J27_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	C	1	C1	R6_J7_Bd	1	sample	ITS1-3/5.8SChytr	TRUE	FALSE	
Bd_1-11_Rep2	18-Nov-20	D	1	D1	NTC	1	NTC	ITS1-3/5.8SChytr	TRUE	FALSE	
Bd_1-11_Rep2	18-Nov-20	E	1	E1	R9_J15_Bd	1	sample	ITS1-3/5.8SChytr	TRUE	FALSE	
Bd_1-11_Rep2	18-Nov-20	F	1	F1	R9_J20_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	G	1	G1	R8_J11_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	H	1	H1	R5_J18_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	A	2	A2	R11_J24_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	B	2	B2	R1_J16_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	C	2	C2	NTC	2	NTC	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	D	2	D2	R10_J6_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	E	2	E2	R5_J1_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	F	2	F2	R6_20_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	G	2	G2	R6_J23_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	H	2	H2	R6_J19_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	A	3	A3	R10_J23_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	B	3	B3	R5_J4_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	C	3	C3	R8_J3_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	D	3	D3	R10_J16_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	E	3	E3	R9_J14_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	F	3	F3	R5_J12_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	G	3	G3	R1_J4_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	H	3	H3	R2_J11_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	A	4	A4	R7_J23_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	B	4	B4	R10_J3_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	C	4	C4	R2_J2_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	D	4	D4	R9_J26_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	E	4	E4	R12_J20_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	F	4	F4	R11_J2_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	G	4	G4	R1_J26_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	H	4	H4	R10_J1_Bd	1	sample	ITS1-3/5.8SChytr	TRUE	FALSE	
Bd_1-11_Rep2	18-Nov-20	A	5	A5	R8_J1_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	B	5	B5	R1_J22_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	C	5	C5	R8_J6_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	D	5	D5	R8_J2_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	E	5	E5	R1_J23_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	F	5	F5	R9_J12_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	G	5	G5	R12_J23_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	H	5	H5	R9_J7_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	A	6	A6	R3_J20_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	TRUE	
Bd_1-11_Rep2	18-Nov-20	B	6	B6	R4_J11_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	C	6	C6	R4_J17_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	D	6	D6	R3_J25_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	E	6	E6	R4_J9_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	F	6	F6	R3_J6_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	G	6	G6	R4_J3_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	H	6	H6	R4_J8_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	A	7	A7	Gblock e-2	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	B	7	B7	Gblock e-3	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	C	7	C7	Gblock e-4	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	D	7	D7	Gblock e-5	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	E	7	E7	Gblock e-6	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	F	7	F7	Gblock e-7	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	G	7	G7	Gblock e-8	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	H	7	H7	Gblock e-9	1	gblock_standard	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	A	8	A8	R8_J16_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	B	8	B8	R5_J17_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	C	8	C8	R2_J6_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	D	8	D8	R11_J8_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	E	8	E8	R6_J27_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	F	8	F8	R9_J13_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	G	8	G8	NTC	3	NTC	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	H	8	H8	R12_J19_Bd	1	sample	ITS1-3/5.8SChytr	TRUE	FALSE	
Bd_1-11_Rep2	18-Nov-20	A	9	A9	R11_J26_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	B	9	B9	R12_J12_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	C	9	C9	R6_J22_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	D	9	D9	R10_J25_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	E	9	E9	R6_J16_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	F	9	F9	R11_J21_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	G	9	G9	R7_J15_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	H	9	H9	NTC	4	NTC	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	A	10	A10	NTC	5	NTC	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	B	10	B10	R2_J25_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
Bd_1-11_Rep2	18-Nov-20	C	10	C10	R7_J19_Bd	1	sample	ITS1-3/5.8SChytr	FALSE	FALSE	
