info_sampleID	original_sampleID	RichLevel	Rep	DateStart	Inhibitory	BTB_47	33B	50A	32E	2E	2H	13C	50B	35A	BTB_45	34F	33D	35E	2F	37E	24L	40A	24D	24C	49C	35B	20D	BTB_28	25C	20C	47C	36E	32G	54G	40B	volPellet	34B	37H	20A	45E	25A	36G	36A	21C	45D	BTB_59	Problem	Bd_jar	CV_jar	sampling_method	DateSampled	sampleType	JarID	CV	cClean	CV_var	Bd_n	randomOrder	extraction_set
Non_2020-09-07_10_Rep3_J19_Bd	Non_2020-09-07_10_Rep3	10	Rep3	2020-09-07	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	TRUE	NA	NA	NA	TRUE	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-19	Bd	19	NA	TRUE	NA	NA	12	A3
Inhib_2020-09-07_10_Rep3_J12_Bd	Inhib_2020-09-07_10_Rep3	10	Rep3	2020-09-07	Inhib	TRUE	NA	TRUE	TRUE	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-19	Bd	12	NA	TRUE	NA	NA	13	A3
Non_2020-09-07_3_Rep3_J25_Bd	Non_2020-09-07_3_Rep3	3	Rep3	2020-09-07	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-19	Bd	25	NA	TRUE	NA	NA	14	A3
Inhib_2020-09-07_1_Rep3_J1_Bd	Inhib_2020-09-07_1_Rep3	1	Rep3	2020-09-07	Inhib	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-19	Bd	1	NA	TRUE	NA	NA	15	A3
Inhib_2020-09-28_3_Rep10_J4_PreBd	Inhib_2020-09-28_3_Rep10	3	Rep10	2020-09-28	Inhib	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-10-06	PreBd	4	0.689333333333333	TRUE	2.33333333333334e-06	NA	1	M1
Inhib_2020-09-14_10_Rep6_J10_PreBd	Inhib_2020-09-14_10_Rep6	10	Rep6	2020-09-14	Inhib	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	whole membrane	2020-09-22	PreBd	10	0.485	TRUE	1.3e-05	NA	2	M1
Non_2020-09-28_3_Rep10_J10_PreBd	Non_2020-09-28_3_Rep10	3	Rep10	2020-09-28	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	whole membrane	2020-10-06	PreBd	10	1.14966666666667	TRUE	0.000180333333333335	NA	3	M1
Inhib_2020-09-28_1_Rep10_J18_PreBd	Inhib_2020-09-28_1_Rep10	1	Rep10	2020-09-28	Inhib	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-10-06	PreBd	18	0.660666666666667	TRUE	1.33333333333334e-06	NA	4	M1
Non_2020-09-28_10_Rep9_J2_PreBd	Non_2020-09-28_10_Rep9	10	Rep9	2020-09-28	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	TRUE	NA	NA	NA	whole membrane	2020-10-06	PreBd	2	1.38566666666667	TRUE	0.000464333333333332	NA	5	M1
Inhib_2020-09-28_10_Rep10_J5_PreBd	Inhib_2020-09-28_10_Rep10	10	Rep10	2020-09-28	Inhib	NA	TRUE	NA	TRUE	NA	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	whole membrane	2020-10-06	PreBd	5	0.494333333333333	TRUE	2.33333333333334e-06	NA	6	M1
Inhib_2020-09-19_3_Rep8_J25_PreBd	Inhib_2020-09-19_3_Rep8	3	Rep8	2020-09-19	Inhib	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-09-27	PreBd	25	0.792333333333333	TRUE	0.000108333333333334	NA	7	M1
Non_2020-09-28_1_Rep9_J19_PreBd	Non_2020-09-28_1_Rep9	1	Rep9	2020-09-28	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-10-06	PreBd	19	0.14	TRUE	2.99999999999995e-06	NA	8	M1
Inhib_2020-09-28_3_Rep9_J8_PreBd	Inhib_2020-09-28_3_Rep9	3	Rep9	2020-09-28	Inhib	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole membrane	2020-10-06	PreBd	8	0.782333333333333	TRUE	2.33333333333334e-06	NA	9	M1
Non_2020-09-14_10_Rep5_J21_PreBd	Non_2020-09-14_10_Rep5	10	Rep5	2020-09-14	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	TRUE	NA	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	whole membrane	2020-09-22	PreBd	21	0.135	TRUE	0	NA	10	M1
Inhib_2020-09-14_10_Rep5_J17_Bd	Inhib_2020-09-14_10_Rep5	10	Rep5	2020-09-14	Inhib	NA	TRUE	TRUE	NA	NA	NA	TRUE	TRUE	NA	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	swab	2020-09-26	Bd	17	NA	TRUE	NA	NA	1	M1
Inhib_2020-09-28_3_Rep10_J25_Bd	Inhib_2020-09-28_3_Rep10	3	Rep10	2020-09-28	Inhib	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-10-10	Bd	25	NA	TRUE	NA	NA	2	M1
Inhib_2020-10-05_1_Rep11_J8_Bd	Inhib_2020-10-05_1_Rep11	1	Rep11	2020-10-05	Inhib	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	swab	2020-10-17	Bd	8	NA	TRUE	NA	NA	3	M1
Inhib_2020-10-05_3_Rep12_J19_Bd	Inhib_2020-10-05_3_Rep12	3	Rep12	2020-10-05	Inhib	NA	NA	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	swab	2020-10-17	Bd	19	NA	TRUE	NA	NA	4	M1
Inhib_2020-09-28_10_Rep9_J13_Bd	Inhib_2020-09-28_10_Rep9	10	Rep9	2020-09-28	Inhib	NA	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	swab	2020-10-10	Bd	13	NA	TRUE	NA	NA	5	M1
Con_2020-10-05_0_Rep12_J12_Bd	Con_2020-10-05_0_Rep12	0	Rep12	2020-10-05	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	swab	2020-10-17	Bd	12	NA	TRUE	NA	NA	6	M1
Inhib_2020-08-31_1_Rep2_J6_Bd	Inhib_2020-08-31_1_Rep2	1	Rep2	2020-08-31	Inhib	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-12	Bd	6	NA	TRUE	NA	NA	7	M1
Con_2020-09-14_0_Rep6_J22_Bd	Con_2020-09-14_0_Rep6	0	Rep6	2020-09-14	Con	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-26	Bd	22	NA	TRUE	NA	NA	8	M1
Non_2020-09-14_1_Rep6_J27_Bd	Non_2020-09-14_1_Rep6	1	Rep6	2020-09-14	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-26	Bd	27	NA	TRUE	NA	NA	9	M1
Inhib_2020-09-19_3_Rep8_J16_Bd	Inhib_2020-09-19_3_Rep8	3	Rep8	2020-09-19	Inhib	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-10-01	Bd	16	NA	TRUE	NA	NA	10	M1
molecH2O-for-rinse_PreBd_2020-10-05	NA	NA	NA	2020-10-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	water	2020-10-13	sample_control	NA	NA	NA	NA	NA	1	M1
surfaceSwab_PostBd_2020-09-07	NA	NA	NA	2020-09-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-19	sample_control	NA	NA	NA	NA	NA	1	M1
surfaceSwab_PostBd_2020-08-31	NA	NA	NA	2020-08-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	swab	2020-09-12	sample_control	NA	NA	NA	NA	NA	2	M1
Inhib_2020-09-14_10_Rep5_J11_PreBd	Inhib_2020-09-14_10_Rep5	10	Rep5	2020-09-14	Inhib	NA	TRUE	TRUE	NA	NA	NA	TRUE	TRUE	NA	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	whole membrane	2020-09-22	PreBd	11	1.24666666666667	TRUE	0.000225333333333334	NA	11	M2
Inhib_2020-10-05_10_Rep12_J17_PreBd	Inhib_2020-10-05_10_Rep12	10	Rep12	2020-10-05	Inhib	NA	NA	TRUE	TRUE	NA	TRUE	TRUE	TRUE	NA	NA	TRUE	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	whole membrane	2020-10-13	PreBd	17	1.1	TRUE	7.60000000000001e-05	NA	12	M2
Non_2020-09-19_3_Rep7_J8_PreBd	Non_2020-09-19_3_Rep7	3	Rep7	2020-09-19	Non	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	whole membrane	2020-09-27	PreBd	8	0.187	TRUE	3.00000000000001e-06	NA	13	M2
