ASVID	Taxon	Domain	Phylum	Class	Order	Family	Genus	Species	Confidence	ScientificName	ScientificName_unique
0a240e26fafe0e2ca074d845963b7fbd	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__Fimbriiglobus; s__uncultured_bacterium	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	NA	0.864844129273759	g__Fimbriiglobus_isolate	g__Fimbriiglobus_isolate
0a28ad88c64d6a4a4ffa81d774f96086	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_8; s__uncultured_bacterium	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_8	NA	0.995803399060006	g__Clostridium_sensu_stricto_8_isolate	g__Clostridium_sensu_stricto_8_isolate
0a2c6fc0183c2ff6a349ffbbae784e36	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrococcales; f__Nitrococcaceae; g__Arhodomonas; s__uncultured_bacterium	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nitrococcales	f__Nitrococcaceae	g__Arhodomonas	NA	0.896971258355903	g__Arhodomonas_isolate	g__Arhodomonas_isolate
0a2da7a37e13369b7627e21e74959e70	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales	d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	NA	NA	NA	0.999999996891698	o__Babeliales_unknown	o__Babeliales_unknown
0a5c23d761cf7fe7afe3ee2f79e0d3fb	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	NA	NA	0.826179970464528	f__Yersiniaceae_unknown	f__Yersiniaceae_unknown.1
0b486e73570d90913db0c7fc01e64095	d__Bacteria; p__Actinobacteriota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteriaceae; g__Rubrobacter; s__Rubrobacter_naiadicus	d__Bacteria	p__Actinobacteriota	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteriaceae	g__Rubrobacter	s__Rubrobacter_naiadicus	0.98454932539697	s__Rubrobacter_naiadicus	s__Rubrobacter_naiadicus
0bc60561d65da4eee4c82acbbc50ae76	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA	0.999942902402524	g__Stenotrophomonas_unknown	g__Stenotrophomonas_unknown.2
0bd6d0fbf945e2125f19344d82b95d88	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinotignum; s__uncultured_bacterium	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinotignum	NA	0.999738757978576	g__Actinotignum_isolate	g__Actinotignum_isolate
0c579d21280801f02a641e1608606927	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Micrococcus	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Micrococcus	NA	0.996585956358767	g__Micrococcus_unknown	g__Micrococcus_unknown
0c7502cd8cb2e51b0c5c854ea6298295	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Candidatus_Peribacteria; g__Candidatus_Peribacteria; s__metagenome	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__Candidatus_Peribacteria	f__Candidatus_Peribacteria	g__Candidatus_Peribacteria	NA	0.999140443956713	g__Candidatus_Peribacteria_isolate	g__Candidatus_Peribacteria_isolate
0cf422a60210c22dbdb5e23ff1ab79c3	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__PeM15; f__PeM15; g__PeM15	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__PeM15	f__PeM15	g__PeM15	NA	0.999992429948177	g__PeM15_unknown	g__PeM15_unknown
0dc594ea8e94160c42f75b1883bfcd2c	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA	0.980293947816357	g__Bacillus_unknown	g__Bacillus_unknown
0eba51babef00f9e3b541ad13b734372	d__Bacteria; p__Patescibacteria; c__Berkelbacteria; o__Berkelbacteria; f__Berkelbacteria; g__Berkelbacteria	d__Bacteria	p__Patescibacteria	c__Berkelbacteria	o__Berkelbacteria	f__Berkelbacteria	g__Berkelbacteria	NA	0.896850567822163	g__Berkelbacteria_unknown	g__Berkelbacteria_unknown
0ef7f801d6a7843d15d3bb1f771b5da0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__uncultured_bacterium	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	NA	0.963296327044659	g__Legionella_isolate	g__Legionella_isolate
0f53352fb818bd79fede425db2944d14	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polynucleobacter	NA	0.999980283007164	g__Polynucleobacter_unknown	g__Polynucleobacter_unknown
0f97b8939bd0706a03f22b4046a2bca7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA	0.999836555759376	g__Stenotrophomonas_unknown	g__Stenotrophomonas_unknown.3
0fad5c45f838335129dda362d6c8714d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA	0.999905963391251	g__Stenotrophomonas_unknown	g__Stenotrophomonas_unknown.4
0fd5f47ecfec85335aa27423cd0712e7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.999822031123506	g__Pseudomonas_unknown	g__Pseudomonas_unknown.3
100784c028583e2f7bab4426da1421cf	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	NA	0.999877780800243	g__Flavobacterium_unknown	g__Flavobacterium_unknown.3
103c3f14abf946f37daa78195c99a002	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_geothermalis	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__Deinococcus_geothermalis	0.999265937201066	s__Deinococcus_geothermalis	s__Deinococcus_geothermalis
10b890326e2b0b15509aefb95d0d6b79	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	NA	0.999999999950361	g__Sphingobacterium_unknown	g__Sphingobacterium_unknown
10f0461cb8a244c14aa2fb73e127e9e5	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	NA	NA	NA	0.999008132278784	o__Vicinamibacterales_isolate_unknown	o__Vicinamibacterales_isolate_unknown
116a2e0de8c5532da2573681f71a0a2a	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Vogelbacteria; f__Candidatus_Vogelbacteria; g__Candidatus_Vogelbacteria	d__Bacteria	p__Patescibacteria	c__Parcubacteria	o__Candidatus_Vogelbacteria	f__Candidatus_Vogelbacteria	g__Candidatus_Vogelbacteria	NA	0.991056006456514	g__Candidatus_Vogelbacteria_unknown	g__Candidatus_Vogelbacteria_unknown
11a3aae2cf591c48a4d37d1fc13b082d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA	0.999999726411143	f__Comamonadaceae_unknown	f__Comamonadaceae_unknown.2
11ad1b3ffea89365c7ebf516dedc42fb	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Vermiphilaceae; g__Vermiphilaceae; s__uncultured_bacterium	d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	f__Vermiphilaceae	g__Vermiphilaceae	NA	0.915233323424018	g__Vermiphilaceae_isolate	g__Vermiphilaceae_isolate
11b2d64e277b20ac9056f6ccd365c565	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA	0.997629253009282	g__Staphylococcus_unknown	g__Staphylococcus_unknown
11bba0faa1a0894ca99f39e6e7bd2560	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA	0.970513417062297	g__Pseudomonas_unknown	g__Pseudomonas_unknown.4
11d3f2b689f394bd7a19819d36b3841b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA	0.969681050623761	g__Chryseobacterium_unknown	g__Chryseobacterium_unknown.1
