SampleID	sampleID_qPCR	JarID	DateStart	Rep	Inhibitory	RichLevel	introRich	Type	volPellet	cClean	CV	CV_sd	qPCR_log10	qPCR_sd	qPCR_lwr_95_total	qPCR_upr_95_total	Micro_Bd_density	Micro_Bd_density_sd	Micro_Bd_truezero	clouds_present	pinpricks_present	Micro_Bd_meansize	Micro_Bd_meansize_sd	Micro_Bd_medsize	ISO_13C	ISO_20A	ISO_20D	ISO_2E	ISO_2F	ISO_2H	ISO_32E	ISO_33B	ISO_33D	ISO_34B	ISO_34F	ISO_35A	ISO_35E	ISO_37E	ISO_37H	ISO_45D	ISO_50A	ISO_50B	ISO_BTB_45	ISO_BTB_47	ISO_20C	ISO_21C	ISO_24C	ISO_24D	ISO_24L	ISO_25A	ISO_25C	ISO_32G	ISO_35B	ISO_36A	ISO_36E	ISO_36G	ISO_40A	ISO_40B	ISO_45E	ISO_47C	ISO_49C	ISO_54G	ISO_BTB_28	ISO_BTB_59	obsRich_mergedASVfilt	shannon_mergedASVfilt	pielou_mergedASVfilt
Inhib_2020-10-05_1_Rep12	R12_J5_Bd	5	2020-10-05	Rep12	Inhib	1	1	Bd	1	TRUE	NA	NA	1.21989032256601	0.17485670482504	0.518543815835644	1.92123682929637	0	0	TRUE	FALSE	FALSE	NA	NA	NA	0.899054524774294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Inhib_2020-10-05_1_Rep12	R12_J1_Pre	1	2020-10-05	Rep12	Inhib	1	1	CV	1	TRUE	0.0239444444444444	0.00123603308118261	1.78645066273932	0.0583180850463136	1.08510415600896	2.48779716946968	NA	NA	NA	NA	NA	NA	NA	NA	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
Inhib_2020-10-05_3_Rep12	R12_J19_Bd	19	2020-10-05	Rep12	Inhib	3	3	Bd	1	TRUE	NA	NA	3.30196705165409	0.0772414440562878	2.60062054492372	4.00331355838445	25.6238665818116	99.2408085367972	FALSE	FALSE	FALSE	9.32750660978328	2.69714287897849	8.99759084186326	0.3247308934338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.645936490850377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
Inhib_2020-10-05_3_Rep12	R12_J7_Pre	7	2020-10-05	Rep12	Inhib	3	3	CV	1	TRUE	0.0306111111111111	0.000927960727138337	2.86078122536192	0.235597142756988	2.15943471863155	3.56212773209228	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
Inhib_2020-10-05_10_Rep12	R12_J3_Bd	3	2020-10-05	Rep12	Inhib	10	8	Bd	1	TRUE	NA	NA	0.0169162123654221	1.64902008755528	-0.684430294364941	0.718262719095785	0	0	TRUE	FALSE	FALSE	NA	NA	NA	0.0135455369942366	0	0	0	0	0	0	0	0	0.151107340335274	0	0	0	0	0	0	0.577426055410901	0.0173780755390422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	NA	NA
Inhib_2020-10-05_10_Rep12	R12_J17_Pre	17	2020-10-05	Rep12	Inhib	10	8	CV	1	TRUE	0.974944444444445	0.00874801564800715	5.02798232695139	0.0270762537715018	4.32663582022103	5.72932883368176	NA	NA	NA	NA	NA	NA	NA	NA	2545	0	0	0	0	0	0	0	0	13383	0	0	0	0	0	0	52765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.643391910132718	0.585640554697169
Non_2020-10-05_3_Rep12	R12_J20_Bd	20	2020-10-05	Rep12	Non	3	2	Bd	1	TRUE	NA	NA	3.98624095089613	0.471060688716786	3.28489444416576	4.68758745762649	2.00186457670403	7.75318816693728	FALSE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839164434342614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
Non_2020-10-05_3_Rep12	R12_J9_Pre	9	2020-10-05	Rep12	Non	3	2	CV	1	TRUE	0.00294444444444444	0.000726483157256779	3.19067294658309	0.0188893217055782	2.48932643985273	3.89201945331345	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
Non_2020-10-05_10_Rep12	R12_J23_Bd	23	2020-10-05	Rep12	Non	10	7	Bd	1	TRUE	NA	NA	1.0794750599114	0.431489219530875	0.378128553181035	1.78082156664176	0	0	TRUE	FALSE	FALSE	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233653592735463	0	0.158348707381939	2	NA	NA
Non_2020-10-05_10_Rep12	R12_J27_Pre	27	2020-10-05	Rep12	Non	10	7	CV	1	FALSE	1.14661111111111	0.00853587201820132	5.66414995010607	0.260248458375634	4.96280344337571	6.36549645683644	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81803	0	95268	2	0.690253123017177	0.995824757535001
Non_2020-10-05_0_Rep13	R13_J29_Bd	29	2020-10-05	Rep13	Con	0	0	Bd	1	TRUE	NA	NA	NA	NA	NA	NA	695.361959750837	654.273446532348	FALSE	FALSE	FALSE	10.3697445949574	3.43690327035409	10.5609641907793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Con_2020-08-31_0_Rep2	R2_J19_Bd	19	2020-08-31	Rep2	Con	0	0	Bd	1	TRUE	NA	NA	3.3401331018266	0.213973992337311	2.63878659509624	4.04147960855696	1016.50234617083	1430.6496953848	FALSE	FALSE	FALSE	12.3384578816584	2.6648320822912	12.7854887301747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
Con_2020-08-31_0_Rep2	R2_J10_Pre	10	2020-08-31	Rep2	Con	0	0	CV	1	TRUE	0.00694444444444445	0.00123603308118261	1.73505592886455	0.292370397044228	1.03370942213418	2.43640243559491	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
