sampleID_qPCR	ISO_13C	ISO_20C	ISO_20D	ISO_21C	ISO_24D	ISO_25A	ISO_25C	ISO_32G	ISO_33D	ISO_34B	ISO_35B	ISO_35E	ISO_36A	ISO_40A	ISO_45E	ISO_47C	ISO_49C	ISO_50A	ISO_50B	ISO_54G	ISO_BTB_28	ISO_BTB_45	ISO_BTB_47	ISO_BTB_59	obsRich_mergedASV	shannon_mergedASV	pielou_mergedASV
R3_J6_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98522326885741	0	0	0	0	0	0	0	0	0	1	NA	NA
R4_J10_Pre	0	0	0	0	0	0	0	108019	0	0	0	0	3215	0	0	0	0	0	0	0	0	0	0	0	2	0.130908078819293	0.188860436124895
R4_J11_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.973695884762924	0	0	0	0	0	0	1	NA	NA
R4_J13_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8346	0	0	0	0	0	0	1	0	NA
R4_J14_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R4_J2_Bd	0	0	0	0.446952010376135	0	0	0	0.48687130710477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
R4_J22_Pre	0	0	0	0	0	0	0	347685	0	0	0	0	0	0	0	0	0	0	0	0	18686	0	0	0	2	0.201457831993681	0.290642215165525
R4_J23_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10859	0	0	0	0	1882	0	2	0.418719898438188	0.604085120998304
R4_J26_Pre	0	0	0	0	0	0	0	0	52830	0	0	0	0	0	0	0	0	63114	0	0	0	0	4439	18278	4	1.10319004726412	0.795783405173003
R4_J27_Pre	0	0	0	113488	0	0	0	89163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.685925705942598	0.989581614381648
R4_J3_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717986962766545	0	0	0	0	0.275135344160866	0	2	NA	NA
R4_J5_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
R4_J8_Bd	0	0	0	0	0	0	0	0.655179409889282	0	0	0	0	0	0	0	0	0	0	0	0	0.264912179004116	0	0	0	2	NA	NA
R4_J9_Bd	0	0	0	0	0	0	0	0.919302832244009	0	0	0	0	0.0748293391430646	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
R5_J1_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330395102318463	0	0.657955898191713	0	0	2	NA	NA
R5_J11_Pre	0	0	0	0	0	0	0	100207	0	0	0	0	0	0	0	0	0	21159	0	1659	0	82305	0	14122	5	1.16475210644175	0.723701173834152
R5_J12_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
R5_J13_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1969	0	0	0	0	2759	0	0	0	0	2	0.679122008090602	0.979765953230866
R5_J14_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400363320432825	0	0.0967143195640155	0	0	0.481833978358739	0	0	0	0	3	NA	NA
R5_J15_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18817	0	56347	0	0	2	0.562714846919925	0.811825919085969
R5_J17_Bd	0	0	0	0	0	0	0	0.58883877244185	0	0	0	0	0	0	0	0	0	0.0627339995872763	0	0.0315438813714218	0	0.23012293269656	0	0.0814539665693818	5	NA	NA
R5_J18_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993248973776165	0	0	0	0	1	NA	NA
R5_J21_Pre	0	0	149476	113243	0	0	0	0	0	0	0	0	0	0	2204	1710	0	0	0	6595	0	0	0	0	5	0.855549152721956	0.531582576819028
R5_J25_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11961	0	5052	0	0	22118	0	0	0	0	3	0.949065344227895	0.863876504948332
R5_J3_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5_J4_Bd	0	0	0.702095318273233	0.214840278752163	0	0	0	0	0	0	0	0	0	0	0.0515410878817642	0	0	0	0	0.0250923717319115	0	0	0	0	4	NA	NA
R5_J5_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28326	0	0	0	0	1	0	NA
R5_J8_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268864750552725	0	0.12150341247717	0	0	0.531289051235221	0	0	0	0.0619052196481784	4	NA	NA
R6_J10_Pre	4032	0	0	0	0	0	0	0	130804	6893	0	5514	0	0	0	0	0	0	0	4187	0	0	0	200652	6	0.934305476898844	0.521445815102276
R6_J16_Bd	0	0.0270194752577608	0	0.152029953337618	0	0	0	0.603369750481992	0	0	0.015814915197407	0	0	0	0.0475844533236469	0	0	0	0	0.148676967783397	0	0	0	0	6	NA	NA
R6_J19_Bd	0.187772044622525	0	0	0	0	0	0	0	0	0	0	0.784122683116658	0	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
R6_J2_Pre	0	0	0	88254	0	0	0	100138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.691156237827975	0.997127676793893
R6_J20_Bd	0	0	0	0.302333681644026	0	0	0	0.694753174376999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
R6_J22_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
R6_J23_Bd	0.797124924073699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
R6_J24_Pre	44	0	58	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.09141626712352	0.993449898914465
R6_J26_Pre	22552	0	0	0	0	0	0	0	0	0	0	46819	0	0	0	0	0	0	0	0	0	0	0	0	2	0.630648702140516	0.909833755121183
R6_J27_Bd	0	0	0	0	0	0	0	0.981099221173938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
R6_J28_Pre	0	0	0	0	0	0	0	127877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
R6_J6_Pre	0	2076	0	56166	0	0	0	140165	0	0	0	0	0	0	9878	0	0	0	0	69601	0	0	0	0	5	1.17032469758936	0.727163619390184
R6_J7_Bd	0	0	0	0	0	0	0	0	0.457267165193746	0	0	0	0	0	0	0	0	0	0.0396193065941536	0.0247994561522774	0	0	0	0.456696125084976	4	NA	NA
R6_J9_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R7_J10_Pre	0	0	0	0	0	0	0	104429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132215	2	0.68623789130085	0.990032002649835
R7_J13_Bd	0	0	0	0	0	0	0	0.534777535386333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445157526254376	2	NA	NA
R7_J14_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R7_J17_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
R7_J19_Bd	0	0	0	0	0	0	0	0	0.596231752043531	0	0	0	0	0	0	0	0	0	0	0	0	0.394707193709998	0	0	2	NA	NA
R7_J20_Pre	0	0	0	0	0	0	0	29700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2872	2	0.298292391567456	0.430344954049277
R7_J21_Pre	0	0	0	4943	0	0	1712	1651	0	0	0	0	0	0	1140	0	319	0	0	7215	0	0	0	202	7	1.4839016771432	0.762574612123584
R7_J22_Bd	0	0	0	0.958637469586375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
R7_J23_Bd	0.0663069801661506	0	0	0.387664387970939	0	0	0.175316513902088	0	0	0	0	0	0	0	0.0933141228043285	0	0.0389013212347874	0	0	0.218325618466632	0	0	0	0	6	NA	NA
R7_J26_Pre	0	0	0	133954	0	0	0	0	5427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.164549242660568	0.237394376368436
R7_J27_Bd	0	0	0	0.993548184049852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA
R7_J5_Pre	0	0	0	0	0	0	0	0	350193	0	0	0	0	0	0	0	0	0	0	11514	0	238028	0	30556	4	0.914125497175059	0.659402160762308
R7_J8_Pre	0	0	0	568085	0	0	0	0	3187	0	0	0	0	0	0	0	0	0	0	4566	0	0	0	0	3	0.0804900098146911	0.073265164284911
R8_J1_Bd	0	0	0	0	0	0	0	0.885665645216207	0	0	0	0	0.102281239359891	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
R8_J11_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
R8_J12_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162891	1	0	NA
R8_J16_Bd	0	0	0	0	0	0	0	0	0.696571748221944	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127327455315522	0.288324764923683	3	NA	NA
R8_J18_Pre	0	0	0	0	0	0	0	308623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
R8_J2_Bd	0	0	0	0	0	0	0	0.577811068029609	0	0	0	0	0.0185054635178005	0	0	0	0	0	0	0.382504993537775	0	0	0	0	3	NA	NA
R8_J24_Bd	0	0	0	0	0	0	0	0	0.614668185702079	0	0	0	0	0	0	0	0	0	0	0	0	0.321105098262603	0.0537168897749929	0	3	NA	NA
R8_J25_Pre	0	0	0	0	0	0	0	0	265531	0	0	0	0	0	0	0	0	0	0	0	0	0	11706	131816	3	0.74712314061432	0.680060789707792
R8_J28_Pre	0	0	0	0	0	0	0	83939	0	0	0	0	0	0	0	0	0	0	0	62368	0	0	0	0	2	0.682238688602788	0.984262372749833
R8_J3_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996213443617907	1	NA	NA
R8_J4_Pre	0	0	0	0	0	0	0	0	264767	0	0	0	0	0	0	0	0	0	0	0	0	123850	7349	7317	4	0.784547059603707	0.565931076117143
R8_J6_Bd	0	0	0	0	0	0	0	0.928554530399811	0	0	0	0	0.0675588901280881	0	0	0	0	0	0	0	0	0	0	0	2	NA	NA
R8_J9_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R9_J11_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R9_J12_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963400556800435	0	0	0	0	1	NA	NA
R9_J13_Bd	0	0	0	0	0	0	0	0	0.47632319165957	0	0	0	0	0	0	0	0	0.170421408479781	0	0.0141931821114294	0	0.309540398957446	0	0.0270702691543444	5	NA	NA
R9_J14_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995693550959647	1	NA	NA
R9_J15_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
R9_J17_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149537	1	0	NA
R9_J19_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76230	0	0	0	0	1	0	NA
R9_J2_Pre	0	0	0	0	0	0	0	640315	0	0	0	0	0	0	0	0	0	0	0	154245	0	0	0	173397	3	0.874071107381303	0.795613808799621
R9_J20_Bd	0	0	0	0	0	0	0	0.636872420306415	0	0	0	0	0	0	0	0	0	0	0	0.227922486766318	0	0	0	0.124524869995103	3	NA	NA
R9_J26_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144459328132798	0	0	0	0	0	0.137604076379587	0	0	0	0.842513067002863	3	NA	NA
R9_J28_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268959	0	0	0	367494	2	0.681114382582879	0.982640342030468
R9_J7_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211854792966535	0	0.78073990042226	2	NA	NA
R9_J8_Pre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41638	0	199833	2	0.459725946850566	0.663244343689294
R9_J9_Pre	0	0	0	0	0	0	0	0	273567	0	0	0	0	0	0	0	0	181521	0	0	0	149448	0	31151	4	1.20889503090645	0.872033433022024
